,index,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum,Unnamed: 109,MFR MDL CODE,YEAR MFR,NAME,AircraftType,EngineType,AircraftAge,AircraftManufacturer,AircraftModel,S_Hour_departure,S_Hour_arrival,day_of_week,label
2922,5221465,2019,4,12,5,4,2019-12-05,9E,20363,9E,N228PQ,5188,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5206,1441.0,-5.0,0.0,0.0,-1.0,1400-1459,15.0,1456.0,1540.0,9.0,5295,1549.0,-26.0,0.0,0.0,-2.0,1600-1659,0.0,,0.0,89.0,68.0,44.0,1.0,213.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2009,DELTA AIR LINES INC                               ,5,5.0,10,BOMBARDIER INC                ,CL-600-2D24         ,14,16,3,226
2930,5663816,2019,4,12,5,4,2019-12-05,9E,20363,9E,N330PQ,5415,11042,1104205,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5215,1450.0,-5.0,0.0,0.0,-1.0,1400-1459,13.0,1503.0,1605.0,7.0,5324,1612.0,-32.0,0.0,0.0,-2.0,1600-1659,0.0,,0.0,109.0,82.0,62.0,1.0,425.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,14,16,3,227
2966,5666816,2019,4,12,5,4,2019-12-05,9E,20363,9E,N832AY,5042,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5248,1522.0,-6.0,0.0,0.0,-1.0,1500-1559,31.0,1553.0,1646.0,8.0,5339,1654.0,-5.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,91.0,92.0,53.0,1.0,228.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2005,WELLS FARGO TRUST CO NA TRUSTEE                   ,5,5.0,14,BOMBARDIER INC                ,CL-600-2B19         ,15,16,3,228
2975,5222437,2019,4,12,5,4,2019-12-05,9E,20363,9E,N138EV,5216,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5257,1547.0,10.0,10.0,0.0,0.0,1500-1559,16.0,1603.0,1711.0,6.0,5369,1717.0,-12.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,112.0,90.0,68.0,1.0,427.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2009,DELTA AIR LINES INC                               ,5,5.0,10,BOMBARDIER INC                ,CL-600-2D24         ,15,17,3,229
2991,5663721,2019,4,12,5,4,2019-12-05,9E,20363,9E,N917XJ,5411,10792,1079206,30792,BUF,"Buffalo, NY",NY,36,New York,22,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5271,1601.0,10.0,10.0,0.0,0.0,1500-1559,36.0,1637.0,1737.0,7.0,5375,1744.0,9.0,9.0,0.0,0.0,1700-1759,0.0,,0.0,104.0,103.0,60.0,1.0,301.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,15,17,3,230
3040,5356471,2019,4,12,5,4,2019-12-05,9E,20363,9E,N676CA,4856,14321,1432105,34321,PWM,"Portland, ME",ME,23,Maine,12,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5341,1657.0,-4.0,0.0,0.0,-1.0,1700-1759,13.0,1710.0,1805.0,6.0,5434,1811.0,-23.0,0.0,0.0,-2.0,1800-1859,0.0,,0.0,93.0,74.0,55.0,1.0,273.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,17,18,3,231
3048,5507221,2019,4,12,5,4,2019-12-05,9E,20363,9E,N937XJ,5290,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5349,1706.0,-3.0,0.0,0.0,-1.0,1700-1759,27.0,1733.0,1819.0,14.0,5459,1833.0,-26.0,0.0,0.0,-2.0,1800-1859,0.0,,0.0,110.0,87.0,46.0,1.0,213.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,17,18,3,232
3070,5354504,2019,4,12,5,4,2019-12-05,9E,20363,9E,N279PQ,4802,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5373,1739.0,6.0,6.0,0.0,0.0,1700-1759,26.0,1805.0,2201.0,6.0,5640,2207.0,7.0,7.0,0.0,0.0,2200-2259,0.0,,0.0,207.0,208.0,176.0,1.0,1391.0,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2013,DELTA AIR LINES INC                               ,5,5.0,6,BOMBARDIER INC                ,CL-600-2D24         ,17,22,3,233
3072,5355752,2019,4,12,5,4,2019-12-05,9E,20363,9E,N329PQ,4836,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5375,1730.0,-5.0,0.0,0.0,-1.0,1700-1759,14.0,1744.0,1854.0,18.0,5484,1912.0,-12.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,109.0,102.0,70.0,1.0,340.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,BANK OF UTAH TRUSTEE                              ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,17,19,3,234
3086,5219705,2019,4,12,5,4,2019-12-05,9E,20363,9E,N308PQ,5127,11042,1104205,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5385,1744.0,-1.0,0.0,0.0,-1.0,1700-1759,10.0,1754.0,1909.0,7.0,5500,1916.0,-24.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,115.0,92.0,75.0,1.0,425.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,17,19,3,235
3096,5505774,2019,4,12,5,4,2019-12-05,9E,20363,9E,N8683B,5003,13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5390,1745.0,-5.0,0.0,0.0,-1.0,1700-1759,9.0,1754.0,1850.0,8.0,5490,1858.0,-32.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,100.0,73.0,56.0,1.0,290.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2002,DELTA AIR LINES INC                               ,5,5.0,17,BOMBARDIER INC                ,CL-600-2B19         ,17,19,3,236
3105,5356609,2019,4,12,5,4,2019-12-05,9E,20363,9E,N906XJ,4860,14685,1468502,34685,SAV,"Savannah, GA",GA,13,Georgia,34,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5400,1800.0,0.0,0.0,0.0,0.0,1800-1859,14.0,1814.0,1952.0,15.0,5538,2007.0,-11.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,138.0,127.0,98.0,1.0,718.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,18,20,3,237
3106,5220169,2019,4,12,5,4,2019-12-05,9E,20363,9E,N933XJ,5143,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5405,1836.0,31.0,31.0,1.0,2.0,1800-1859,14.0,1850.0,2000.0,5.0,5529,2005.0,-4.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,124.0,89.0,70.0,1.0,427.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,18,20,3,238
3112,5218497,2019,4,12,5,4,2019-12-05,9E,20363,9E,N820AY,5092,10785,1078502,30785,BTV,"Burlington, VT",VT,50,Vermont,16,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5415,2135.0,200.0,200.0,1.0,12.0,1800-1859,44.0,2219.0,2316.0,7.0,5523,2323.0,200.0,200.0,1.0,12.0,2000-2059,0.0,,0.0,108.0,108.0,57.0,1.0,266.0,2,182.0,0.0,0.0,0.0,18.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2005,WELLS FARGO TRUST CO NA TRUSTEE                   ,5,5.0,14,BOMBARDIER INC                ,CL-600-2B19         ,18,20,3,239
3116,5355921,2019,4,12,5,4,2019-12-05,9E,20363,9E,N301PQ,4841,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5420,1810.0,-10.0,0.0,0.0,-1.0,1800-1859,31.0,1841.0,2130.0,13.0,5628,2143.0,-5.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,148.0,153.0,109.0,1.0,740.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2013,DELTA AIR LINES INC                               ,5,5.0,6,BOMBARDIER INC                ,CL-600-2D24         ,18,21,3,240
3128,5218792,2019,4,12,5,4,2019-12-05,9E,20363,9E,N309PQ,5099,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5430,1824.0,-6.0,0.0,0.0,-1.0,1800-1859,14.0,1838.0,1931.0,11.0,5531,1942.0,-29.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,101.0,78.0,53.0,1.0,288.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,18,20,3,241
3148,5507387,2019,4,12,5,4,2019-12-05,9E,20363,9E,N8980A,5295,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5465,1903.0,-2.0,0.0,0.0,-1.0,1900-1959,27.0,1930.0,2014.0,10.0,5561,2024.0,-17.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,96.0,81.0,44.0,1.0,184.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2004,WELLS FARGO TRUST CO NA TRUSTEE                   ,5,5.0,15,BOMBARDIER INC                ,CL-600-2B19         ,19,20,3,242
3180,5355454,2019,4,12,5,4,2019-12-05,9E,20363,9E,N601LR,4829,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5519,1951.0,-8.0,0.0,0.0,-1.0,1900-1959,35.0,2026.0,2117.0,9.0,5599,2126.0,7.0,7.0,0.0,0.0,2100-2159,0.0,,0.0,80.0,95.0,51.0,1.0,228.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,19,21,3,243
